Batch_ID,Timestamp,Speed_Raw,Temp_Raw,Viscosity_Raw,MassFrac_Raw,MixTime_Raw,HeatTime_Raw,ColdTime_Raw,Phase_Val,Quality_Val,Code_Speed,Code_Temp,Code_Visc,Code_MassFrac,Code_Phase,Code_Quality,Transaction_Itemset
B2023-0117,1768230366.612141,47.13,40.1,0.2683,7.72,2.87,5.23,4.77,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0118,1768230426.612141,15.11,5.78,0.4608,4.39,2.46,5.58,5.3,2,1,N_0020,T_010,V_4550,WF_0005,PH_2,Q_F,"Speed: N_0020, Temp: T_010, Visc: V_4550, Quality: Q_F"
B2023-0119,1768230486.612141,23.95,32.58,0.1184,11.78,3.96,8.31,8.49,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0120,1768230546.612141,30.09,22.44,0.2915,5.88,8.7,4.72,7.27,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0121,1768230606.612141,26.62,30.76,0.1728,5.61,8.22,4.23,6.05,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0122,1768230666.612141,38.03,35.34,0.1721,10.04,8.89,7.52,4.99,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0123,1768230726.612141,45.46,41.65,0.2765,10.61,3.2,6.73,6.41,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0124,1768230786.612141,25.43,21.42,0.1073,12.75,3.4,4.53,5.47,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0125,1768230846.612141,18.09,10.62,0.4917,8.28,7.88,6.84,6.79,2,1,N_0020,T_1020,V_4550,WF_0515,PH_2,Q_F,"Speed: N_0020, Temp: T_1020, Visc: V_4550, Quality: Q_F"
B2023-0126,1768230906.612141,21.21,27.33,0.1686,8.07,3.79,3.14,8.17,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0127,1768230966.612141,37.99,27.96,0.2879,11.13,7.21,8.73,5.49,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0128,1768231026.612141,32.05,47.83,0.2472,7.48,4.29,7.82,7.88,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0129,1768231086.612141,20.81,35.63,0.2701,10.01,2.5,4.48,4.6,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0130,1768231146.612141,39.45,23.99,0.2921,7.41,6.91,5.85,8.57,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0131,1768231206.612141,38.38,30.23,0.2125,6.75,5.58,7.95,4.09,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0132,1768231266.612141,27.08,28.71,0.1288,12.05,3.41,3.83,6.63,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0133,1768231326.612141,32.06,34.53,0.2851,6.46,3.51,3.79,8.3,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0134,1768231386.612141,47.43,49.15,0.2643,7.93,7.73,5.71,7.43,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0135,1768231446.612141,30.07,30.03,0.2084,8.39,2.14,5.01,8.65,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0136,1768231506.612141,27.78,23.62,0.2195,6.17,3.04,7.52,6.06,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0137,1768231566.612141,35.21,44.43,0.2517,8.53,4.35,5.75,7.91,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0138,1768231626.612141,36.38,28.11,0.2812,12.58,7.47,7.96,5.39,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0139,1768231686.612141,34.19,22.82,0.2497,8.87,8.59,4.33,6.29,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0140,1768231746.612141,39.95,53.52,0.2199,7.01,6.44,8.18,6.67,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-0141,1768231806.612141,31.45,23.18,0.2787,13.48,2.88,7.32,8.88,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0142,1768231866.612141,25.49,31.6,0.2039,11.39,4.56,3.95,5.9,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0143,1768231926.612141,77.19,50.76,0.1507,3.47,3.82,7.72,6.34,1,1,N_6080,T_5060,V_0045,WF_0005,PH_1,Q_F,"Speed: N_6080, Temp: T_5060, Visc: V_0045, Quality: Q_F"
B2023-0144,1768231986.612141,27.43,34.87,0.1246,9.98,2.34,5.59,6.43,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0145,1768232046.612141,30.45,38.19,0.249,10.6,5.2,7.88,6.24,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0146,1768232106.612141,29.56,22.35,0.217,10.2,4.45,6.89,6.42,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0147,1768232166.612141,22.44,27.4,0.2591,8.49,6.57,6.27,8.09,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0148,1768232226.612141,30.75,37.55,0.2765,5.6,3.0,7.62,8.9,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0149,1768232286.612141,73.62,54.93,0.1248,3.39,8.54,7.05,6.54,2,1,N_6080,T_5060,V_0045,WF_0005,PH_2,Q_F,"Speed: N_6080, Temp: T_5060, Visc: V_0045, Quality: Q_F"
B2023-0150,1768232346.612141,35.15,33.86,0.1001,7.42,4.37,5.61,8.1,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0151,1768232406.612141,36.34,45.06,0.2346,5.43,4.1,6.03,6.26,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0152,1768232466.612141,24.36,20.29,0.179,5.23,7.47,8.62,6.84,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0153,1768232526.612141,71.32,49.97,0.3225,2.58,4.39,6.49,8.23,1,1,N_6080,T_4050,V_0045,WF_0005,PH_1,Q_F,"Speed: N_6080, Temp: T_4050, Visc: V_0045, Quality: Q_F"
B2023-0154,1768232586.612141,16.52,16.04,0.4648,4.68,2.29,7.1,6.71,1,1,N_0020,T_1020,V_4550,WF_0005,PH_1,Q_F,"Speed: N_0020, Temp: T_1020, Visc: V_4550, Quality: Q_F"
B2023-0155,1768232646.612141,30.68,53.89,0.2592,10.01,3.63,6.02,5.03,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-0156,1768232706.612141,24.7,15.46,0.4606,3.17,6.86,6.46,6.84,2,1,N_2040,T_1020,V_4550,WF_0005,PH_2,Q_F,"Speed: N_2040, Temp: T_1020, Visc: V_4550, Quality: Q_F"
B2023-0157,1768232766.612141,32.49,36.89,0.2123,13.68,3.71,8.32,6.09,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0158,1768232826.612141,25.09,23.87,0.1031,5.7,3.96,4.12,4.34,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0159,1768232886.612141,16.8,21.02,0.4627,10.27,5.31,5.0,4.39,2,1,N_0020,T_2030,V_4550,WF_0515,PH_2,Q_F,"Speed: N_0020, Temp: T_2030, Visc: V_4550, Quality: Q_F"
B2023-0160,1768232946.612141,13.3,9.5,0.4796,7.8,5.52,5.98,6.74,2,1,N_0020,T_010,V_4550,WF_0515,PH_2,Q_F,"Speed: N_0020, Temp: T_010, Visc: V_4550, Quality: Q_F"
B2023-0161,1768233006.612141,33.13,26.91,0.1122,8.12,2.09,8.23,4.02,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0162,1768233066.612141,42.5,50.93,0.339,12.11,8.3,8.44,5.04,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-0163,1768233126.612141,22.45,31.45,0.1569,12.97,6.44,4.51,5.07,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0164,1768233186.612141,24.34,25.31,0.1556,13.49,3.44,6.09,7.39,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0165,1768233246.612141,39.03,23.65,0.2462,6.68,3.33,5.09,7.89,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0166,1768233306.612141,72.41,54.08,0.3553,4.64,6.78,3.91,4.97,1,1,N_6080,T_5060,V_0045,WF_0005,PH_1,Q_F,"Speed: N_6080, Temp: T_5060, Visc: V_0045, Quality: Q_F"
B2023-0167,1768233366.612141,37.67,42.86,0.2539,12.57,7.31,4.73,5.91,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0168,1768233426.612141,31.11,44.5,0.353,9.93,6.78,7.48,8.6,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0169,1768233486.612141,34.54,45.34,0.3967,7.64,3.08,6.29,6.14,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0170,1768233546.612141,22.27,24.94,0.1239,6.6,5.29,4.12,7.24,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0171,1768233606.612141,31.58,43.01,0.2677,9.46,5.09,3.15,6.73,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0172,1768233666.612141,28.21,36.5,0.1718,7.93,2.52,6.31,6.03,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0173,1768233726.612141,47.45,49.75,0.3189,7.13,7.87,4.88,8.99,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0174,1768233786.612141,39.08,27.61,0.1922,11.28,6.87,8.83,8.03,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0175,1768233846.612141,45.55,45.6,0.3569,6.77,4.59,7.47,8.18,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0176,1768233906.612141,35.96,27.23,0.2831,10.76,2.33,5.13,4.42,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0177,1768233966.612141,42.16,42.25,0.2759,7.43,4.53,7.34,6.64,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0178,1768234026.612141,38.48,20.54,0.2602,10.44,4.33,5.67,4.65,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0179,1768234086.612141,14.41,5.94,0.462,12.54,2.36,7.56,6.37,2,1,N_0020,T_010,V_4550,WF_0515,PH_2,Q_F,"Speed: N_0020, Temp: T_010, Visc: V_4550, Quality: Q_F"
B2023-0180,1768234146.612141,49.69,40.26,0.3182,7.86,6.97,8.27,5.7,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0181,1768234206.612141,43.39,44.8,0.2958,11.42,4.85,3.44,5.81,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0182,1768234266.612141,22.92,9.71,0.4859,10.58,3.1,6.13,8.63,2,1,N_2040,T_010,V_4550,WF_0515,PH_2,Q_F,"Speed: N_2040, Temp: T_010, Visc: V_4550, Quality: Q_F"
B2023-0183,1768234326.612141,35.52,52.03,0.3719,7.36,2.17,6.39,6.28,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-0184,1768234386.612141,40.97,40.27,0.2849,8.19,8.25,5.84,6.51,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0185,1768234446.612141,76.61,32.13,0.2779,4.12,2.38,3.47,6.04,2,1,N_6080,T_3040,V_0045,WF_0005,PH_2,Q_F,"Speed: N_6080, Temp: T_3040, Visc: V_0045, Quality: Q_F"
B2023-0186,1768234506.612141,30.39,30.16,0.136,12.1,3.04,6.67,8.2,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0187,1768234566.612141,42.35,49.01,0.3802,7.55,8.91,3.25,6.18,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0188,1768234626.612141,31.38,42.09,0.3713,9.8,3.7,4.32,6.31,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0189,1768234686.612141,35.57,41.57,0.2264,9.69,7.05,8.78,7.03,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0190,1768234746.612141,69.56,49.02,0.1061,1.55,7.49,7.62,5.83,2,1,N_6080,T_4050,V_0045,WF_0005,PH_2,Q_F,"Speed: N_6080, Temp: T_4050, Visc: V_0045, Quality: Q_F"
B2023-0191,1768234806.612141,16.27,16.49,0.4765,6.24,2.63,6.03,7.37,2,1,N_0020,T_1020,V_4550,WF_0515,PH_2,Q_F,"Speed: N_0020, Temp: T_1020, Visc: V_4550, Quality: Q_F"
B2023-0192,1768234866.612141,23.25,21.44,0.1188,11.18,8.06,5.62,4.74,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0193,1768234926.612141,20.55,20.01,0.4685,1.02,7.46,4.72,6.85,1,1,N_2040,T_2030,V_4550,WF_0005,PH_1,Q_F,"Speed: N_2040, Temp: T_2030, Visc: V_4550, Quality: Q_F"
B2023-0194,1768234986.612141,21.34,15.96,0.4651,8.76,7.8,5.18,4.68,2,1,N_2040,T_1020,V_4550,WF_0515,PH_2,Q_F,"Speed: N_2040, Temp: T_1020, Visc: V_4550, Quality: Q_F"
B2023-0195,1768235046.612141,35.83,46.77,0.3015,9.81,8.82,3.2,4.47,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0196,1768235106.612141,32.74,35.51,0.153,6.48,4.52,8.96,7.61,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0197,1768235166.612141,25.22,20.16,0.2557,12.51,6.27,4.73,5.61,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0198,1768235226.612141,33.97,45.29,0.2389,9.87,8.88,5.08,5.37,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0199,1768235286.612141,30.7,20.91,0.1603,10.65,7.27,4.76,4.9,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0200,1768235346.612141,38.21,27.87,0.2333,5.94,4.23,6.71,7.16,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0201,1768235406.612141,33.19,46.04,0.2938,13.92,2.36,5.39,5.5,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0202,1768235466.612141,30.53,46.11,0.2251,5.77,3.07,8.07,6.55,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0203,1768235526.612141,36.19,33.7,0.2542,11.23,6.2,7.13,8.57,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0204,1768235586.612141,28.57,21.6,0.1915,6.69,7.56,6.02,8.13,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0205,1768235646.612141,24.75,23.81,0.1362,7.15,2.1,3.25,7.33,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0206,1768235706.612141,26.96,20.47,0.1945,11.48,5.2,3.22,6.2,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0207,1768235766.612141,33.62,31.23,0.1845,9.39,7.65,6.2,8.02,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0208,1768235826.612141,38.09,20.43,0.2469,6.64,5.27,6.95,4.54,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0209,1768235886.612141,49.86,49.22,0.3053,9.75,6.88,7.33,4.9,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0210,1768235946.612141,24.22,30.89,0.2206,11.39,5.14,4.3,6.37,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0211,1768236006.612141,35.69,32.18,0.2875,6.72,6.1,3.3,7.8,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0212,1768236066.612141,35.22,43.0,0.2788,11.95,2.12,7.67,8.52,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0213,1768236126.612141,41.01,52.93,0.2555,13.69,6.15,6.79,5.95,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-0214,1768236186.612141,45.43,48.24,0.2219,13.06,7.79,6.57,6.51,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0215,1768236246.612141,34.0,54.92,0.3987,5.28,3.2,7.83,6.34,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-0216,1768236306.612141,45.43,51.88,0.24,8.69,3.12,3.36,8.22,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-0217,1768236366.612141,48.26,48.42,0.2044,6.28,7.93,7.74,4.52,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0218,1768236426.612141,26.99,33.81,0.1267,13.3,7.72,3.29,4.91,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0219,1768236486.612141,40.67,49.52,0.3884,12.5,4.72,6.08,6.06,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0220,1768236546.612141,32.2,54.57,0.2505,9.07,7.89,6.37,8.71,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-0221,1768236606.612141,34.55,49.47,0.3817,13.57,7.1,8.95,6.42,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0222,1768236666.612141,26.65,35.41,0.2383,9.96,4.49,6.77,7.15,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0223,1768236726.612141,24.79,39.11,0.1849,10.3,7.86,7.57,5.0,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0224,1768236786.612141,29.34,28.94,0.1352,12.52,4.97,4.72,4.29,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0225,1768236846.612141,35.14,25.59,0.2635,11.21,4.63,8.0,6.59,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-0226,1768236906.612141,36.62,45.2,0.2776,12.57,3.34,3.76,6.55,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0227,1768236966.612141,21.53,23.85,0.4653,11.28,7.57,8.97,6.04,1,1,N_2040,T_2030,V_4550,WF_0515,PH_1,Q_F,"Speed: N_2040, Temp: T_2030, Visc: V_4550, Quality: Q_F"
B2023-0228,1768237026.612141,34.56,31.64,0.2425,10.47,3.62,6.59,5.55,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0229,1768237086.612141,49.38,49.35,0.32,10.25,7.72,3.1,6.35,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0230,1768237146.612141,38.89,45.89,0.2138,12.88,7.79,4.19,6.43,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0231,1768237206.612141,15.74,20.42,0.4638,3.6,5.3,7.13,7.06,2,1,N_0020,T_2030,V_4550,WF_0005,PH_2,Q_F,"Speed: N_0020, Temp: T_2030, Visc: V_4550, Quality: Q_F"
B2023-0232,1768237266.612141,49.58,49.42,0.2493,13.6,5.42,8.22,5.86,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-0233,1768237326.612141,21.32,33.46,0.2184,11.94,6.25,3.22,4.47,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-0234,1768237386.612141,20.53,23.11,0.2107,13.61,2.24,8.42,8.79,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
